DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.12568027,0.12570181,0.11336389,0.046191104,0.04618757,0.044312824
0.12932812,0.12938161,0.118471034,0.07854342,0.078565754,0.07594531
0.46571195,0.46557757,0.38889262,0.9955749,0.9955665,0.9911232
0.12475802,0.12472919,0.103540085,0.084753096,0.08473018,0.081186704
0.16871285,0.16874929,0.14532894,0.10977836,0.10975398,0.10609738
0.16409698,0.16421427,0.14010432,0.095790796,0.09583967,0.101055786
0.36545482,0.3656577,0.33245152,0.93558353,0.93561965,0.91010827
0.5942625,0.594344,0.5141392,0.9781966,0.97817796,0.9595293
0.38989577,0.38997644,0.34396648,0.9856004,0.98559105,0.9763328
0.15372767,0.15378197,0.13320899,0.067079954,0.067091376,0.06563035
