DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
1.0,1.0,1.0,0.9962291,0.9961335,0.98653686
0.15598744,0.15608206,0.13416032,0.104057506,0.104096994,0.11080648
0.121799745,0.12184669,0.1056613,0.09349312,0.093527034,0.09449428
0.12905984,0.12904331,0.10919204,0.07427982,0.074227765,0.0744583
0.1637424,0.16382636,0.13824865,0.077144355,0.07719737,0.07895583
0.13276996,0.1327647,0.11243182,0.07530144,0.07523805,0.073676914
0.13023119,0.13027295,0.12017989,0.054002527,0.053996656,0.050600637
0.122937344,0.1229937,0.10621265,0.091159664,0.09126,0.08935936
0.14251457,0.14263882,0.12703998,0.13162912,0.13166822,0.12948199
0.7862384,0.7860702,0.6760226,0.99816304,0.9981535,0.9953239
