DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.47869384,0.4787962,0.41722155,0.9765259,0.976508,0.9602519
0.13442756,0.13442324,0.11775503,0.065823235,0.06577245,0.06350648
0.127913,0.12789753,0.11173726,0.062055323,0.062007263,0.060444046
0.14159521,0.14159474,0.11969739,0.07472118,0.07470027,0.073104285
0.12974077,0.12982376,0.11667478,0.078373194,0.078419566,0.08216853
0.13266176,0.13265221,0.112649664,0.076789685,0.07672148,0.07601097
0.15492183,0.15497707,0.13031562,0.08184839,0.08188785,0.0853405
0.5502638,0.5502827,0.47162226,0.99075884,0.99075073,0.9806989
0.12501986,0.12501487,0.11271756,0.05027916,0.0502477,0.047524747
0.121199235,0.121174,0.10479343,0.05901008,0.058969814,0.05687105
