DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13121955,0.13124418,0.117431946,0.04906986,0.04906565,0.04695892
0.9822717,0.9822972,0.9591865,0.9385806,0.93844134,0.9231161
0.58238345,0.58287823,0.5612082,0.6145135,0.61483645,0.61116874
0.99999964,0.99999964,0.9999965,1.0,1.0,1.0
0.15004598,0.15011801,0.13737136,0.080423035,0.080464765,0.06650443
0.11416015,0.11412046,0.095668435,0.069622315,0.06958407,0.063778594
0.18370847,0.183788,0.16190208,0.121204026,0.12127601,0.1243474
0.121091165,0.121109,0.11161625,0.0521333,0.05211922,0.051003985
0.9964989,0.9965044,0.9893061,0.98184276,0.9817778,0.9736642
0.1478057,0.14785407,0.12917487,0.05943726,0.059445985,0.057392396
