DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.55945337,0.559377,0.47062567,0.99271566,0.9927032,0.9849577
0.44914895,0.44939184,0.40913767,0.95304674,0.953021,0.9320051
0.10580664,0.10575175,0.08880979,0.059428446,0.05938417,0.05330055
0.61470973,0.61473614,0.5270813,0.98889405,0.98888093,0.9768508
0.14047205,0.14050728,0.12005551,0.08700036,0.087007746,0.094561644
0.11923573,0.11928363,0.10849103,0.05562861,0.055642243,0.05640064
0.13620609,0.13621071,0.12089537,0.060608834,0.060577407,0.05790545
0.5468751,0.54672796,0.4553651,0.99817085,0.9981643,0.9960113
0.12558801,0.12558971,0.11323429,0.049104605,0.049081128,0.046638604
0.12890022,0.12888385,0.10850167,0.08132891,0.081314415,0.07671102
