DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.2192875,0.21941178,0.20124681,0.29441544,0.29455984,0.27446517
0.10917722,0.109137364,0.09690985,0.049029,0.048954986,0.045140177
0.13045388,0.13043906,0.11257628,0.06519639,0.06516412,0.06363451
0.14720197,0.14724186,0.12405562,0.082142435,0.08217057,0.08659863
0.13971159,0.13982998,0.12430482,0.10974227,0.10981099,0.11749547
0.9738221,0.9738641,0.9393565,0.7231755,0.72270286,0.7021876
0.1511044,0.15111668,0.12942038,0.09130599,0.091239475,0.08845723
0.13514078,0.1351267,0.11549144,0.08102872,0.08095097,0.08136011
0.87635374,0.8763648,0.8140403,0.9616774,0.9615369,0.9341712
0.13504688,0.13504007,0.11211948,0.092575006,0.09249572,0.089635916
