DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13983616,0.13982363,0.11989444,0.08490357,0.08481558,0.08507784
0.7289129,0.729204,0.71015155,0.9829928,0.9829885,0.95989436
0.7167202,0.71673197,0.55184394,0.17860192,0.17862527,0.17777419
0.12831761,0.12833218,0.11543599,0.048423953,0.04841263,0.046274263
0.14936498,0.14942089,0.13207148,0.06869525,0.06869966,0.062119972
0.19803314,0.19810174,0.17331842,0.1344593,0.13440941,0.13230816
0.18566489,0.18573481,0.16027232,0.12984714,0.12980221,0.12507503
0.6285869,0.6287147,0.5576386,0.98985547,0.9898492,0.97757995
0.11412755,0.11408997,0.09775054,0.057881176,0.05784745,0.0543455
0.20696545,0.20708385,0.1829618,0.14448763,0.14459537,0.14549258
