DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.16332605,0.16342388,0.13872197,0.09329875,0.09333967,0.098709345
0.12324172,0.123206064,0.10416239,0.060990646,0.060962744,0.058659084
0.4449886,0.4449024,0.37548658,0.9921939,0.9921829,0.98552233
0.11463648,0.11459008,0.09699063,0.059714258,0.059677217,0.05583425
0.13061798,0.130597,0.110384956,0.06500861,0.06497947,0.06342495
0.46203184,0.46203873,0.39536148,0.9887769,0.9887611,0.980136
0.12559512,0.12562434,0.11607414,0.050821085,0.050806068,0.04736827
0.14355952,0.14355256,0.12226205,0.08847708,0.08842878,0.083703086
0.5912106,0.59128314,0.5103539,0.9800174,0.97999644,0.96305734
0.6726851,0.6726513,0.5734194,0.99292636,0.99291205,0.9841246
