DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.123289555,0.12334046,0.10699235,0.09529396,0.09532623,0.09660572
0.1345081,0.13455726,0.11934928,0.050725043,0.050733082,0.049003486
0.99947804,0.99947834,0.99831283,0.9968777,0.9968278,0.99174565
0.1398991,0.13991359,0.11796251,0.07524054,0.07524072,0.07607367
0.5870091,0.5869114,0.5156534,0.987694,0.98767495,0.9807807
0.15184487,0.15189412,0.13203646,0.066016875,0.06602395,0.06437432
0.14374006,0.14380488,0.12561513,0.055792976,0.05580799,0.05454916
0.16246578,0.16253349,0.13803719,0.07983558,0.079871744,0.0802746
0.1272176,0.12728311,0.114014395,0.067325875,0.06735164,0.06875738
0.12252388,0.12253977,0.112853445,0.052686382,0.05267114,0.05117878
