DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13090682,0.1309462,0.11974592,0.07006584,0.070070975,0.05855493
0.18419535,0.18426174,0.159518,0.1254503,0.1254315,0.121315725
0.14816801,0.14824417,0.13524637,0.061332576,0.061344076,0.05563913
0.6173993,0.6173539,0.5480066,0.98221135,0.9821724,0.9714511
0.121071786,0.12109639,0.110026605,0.044263728,0.04426254,0.04285072
0.14020006,0.140219,0.1179606,0.07700038,0.077010505,0.079950355
0.8606605,0.8604083,0.77446747,0.99951774,0.99951434,0.998678
0.5349934,0.5351209,0.47373524,0.9065975,0.90653074,0.87558144
0.16228181,0.16240074,0.13899003,0.09640831,0.09645929,0.10151089
0.10960203,0.109553106,0.09192258,0.061213788,0.061164953,0.055725254
