DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.12255244,0.122615896,0.1137087,0.07386189,0.073879115,0.075691506
0.11596898,0.11592593,0.09712455,0.062689535,0.06264633,0.058167335
0.123110995,0.12314225,0.11141092,0.04502141,0.045024287,0.043677732
0.15106,0.1510803,0.12862046,0.10203221,0.10202786,0.098647706
0.51422507,0.5144554,0.4581544,0.808191,0.80808955,0.75356036
0.13045947,0.13047636,0.11700369,0.049664408,0.049653165,0.047446635
0.13905604,0.13907255,0.11727592,0.07988686,0.079902455,0.08493698
0.10865903,0.1086178,0.093181655,0.05579105,0.05575184,0.05129175
0.9182976,0.9182931,0.8285145,0.8776013,0.877462,0.7411569
0.15690061,0.15695336,0.13280441,0.080300145,0.08033043,0.081034146
