DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.60585797,0.60585505,0.5382989,0.9727431,0.97269183,0.9574281
0.13749993,0.13749766,0.11529624,0.092838004,0.09280906,0.089898005
0.14604585,0.14615822,0.12784567,0.11846052,0.1184964,0.124240056
0.69456404,0.69437414,0.6106455,0.99620014,0.99618846,0.9928261
0.16947113,0.16950811,0.145997,0.11157437,0.11155252,0.10764457
0.96971565,0.96972275,0.922795,0.7555519,0.7551562,0.6589724
0.8109126,0.81068385,0.7141559,0.9985486,0.99854153,0.9965099
0.11109347,0.11107305,0.10198461,0.043947887,0.043889847,0.04044344
0.14593914,0.14597595,0.12814125,0.060795743,0.060793683,0.058667693
0.13909906,0.13912053,0.12086481,0.08760065,0.08756882,0.09382922
