DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.15293674,0.15296668,0.1300152,0.080688,0.0806974,0.08005362
0.71426404,0.7142743,0.6202864,0.9853875,0.98537624,0.96621007
0.47900113,0.47915906,0.42352816,0.9784086,0.97840136,0.96219426
0.55069864,0.550861,0.48735467,0.9744883,0.97448826,0.95236784
0.14042006,0.14044042,0.118410364,0.08032425,0.080341645,0.08526421
0.14133368,0.14134149,0.120691344,0.08234829,0.082262665,0.0805011
0.13963588,0.13962795,0.119582236,0.083858795,0.08376902,0.08356513
0.11018358,0.11016789,0.101304926,0.04483582,0.044768464,0.040262908
0.5757414,0.5758823,0.50559795,0.9652628,0.96525025,0.93991715
0.14510916,0.14509962,0.12337438,0.093154885,0.09313097,0.08835468
