DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.7427687,0.7424895,0.63897514,0.99914044,0.99913627,0.9979187
0.14035353,0.14039218,0.12307634,0.09205758,0.09203357,0.096890435
0.10399911,0.103959166,0.089756966,0.053237848,0.053195257,0.04729077
0.14775829,0.14777592,0.12503798,0.07873681,0.07873965,0.07801831
0.5651999,0.5652982,0.49439812,0.92523825,0.925165,0.8958007
0.9153726,0.91540366,0.84255975,0.9498593,0.9498045,0.9172888
0.10696238,0.10694232,0.09206351,0.059814632,0.059789427,0.0494878
0.87554985,0.87561584,0.7973583,0.94639784,0.9463477,0.9184066
0.36078715,0.3609976,0.33922806,0.7384346,0.7387638,0.5937984
0.14341266,0.14342096,0.12432355,0.07218888,0.072156526,0.070496954
