DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.1627211,0.16274615,0.13979416,0.10145925,0.10140708,0.09896123
0.12582567,0.12585032,0.115999125,0.055021353,0.05501121,0.052864842
0.11121243,0.111159615,0.09371259,0.05835572,0.058312263,0.053964015
0.16280562,0.16289394,0.13760388,0.077410586,0.07745943,0.07961143
0.31147924,0.3115672,0.27806625,0.9704328,0.9704275,0.9597545
0.113655575,0.11364853,0.10343527,0.051819447,0.05178268,0.045054454
0.16112237,0.161199,0.13739029,0.06962588,0.06966296,0.06943851
0.13398974,0.13398026,0.11560364,0.06711203,0.06707949,0.06566364
0.35362875,0.35391492,0.3401858,0.5555919,0.55591005,0.5183333
0.37106937,0.37095016,0.3132828,0.993875,0.99386376,0.9895501
