DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.1360972,0.1360949,0.114740126,0.074343905,0.074324995,0.07365599
0.124200895,0.12423548,0.11500996,0.058448866,0.05844782,0.057227053
0.16665317,0.16669096,0.14338914,0.11246431,0.11245085,0.108215585
0.15554924,0.15564011,0.13322848,0.06983056,0.06986338,0.07084541
0.4849826,0.48502544,0.43147537,0.96314776,0.96308523,0.95318466
0.11701175,0.11701131,0.10699853,0.052131526,0.052093364,0.045481373
0.15605396,0.15612815,0.13405195,0.063218534,0.06324843,0.062471963
0.10714805,0.107100375,0.095946625,0.047441006,0.04736123,0.04295081
0.14349367,0.14353585,0.1262052,0.05636921,0.056373484,0.054188065
0.39281282,0.3927193,0.33377066,0.9932433,0.9932349,0.9875914
