DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.16220568,0.16228034,0.13672732,0.08057571,0.080629304,0.0829879
0.11303457,0.11303306,0.09255422,0.08052107,0.08052804,0.06407625
0.11836496,0.11837992,0.10800838,0.043781392,0.043773502,0.042198054
0.115537435,0.1155608,0.10642507,0.04530841,0.045303825,0.045276344
0.12839866,0.1283824,0.10847037,0.07341487,0.07337086,0.073822044
0.15668821,0.15673953,0.13480222,0.07661236,0.07662506,0.07589178
0.11819911,0.118223265,0.10804894,0.043420795,0.043419994,0.042571902
0.9328171,0.9328071,0.85327977,0.90734786,0.9070398,0.7721141
0.16436842,0.1644853,0.1404603,0.10131505,0.10136633,0.1073564
0.6312636,0.63115954,0.54783165,0.99268126,0.99266624,0.9877809
