DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.1247197,0.12475387,0.11528282,0.05019962,0.05016671,0.04558672
0.11784803,0.11786423,0.10900389,0.04721899,0.047172435,0.042733442
0.8589506,0.8588398,0.7689605,0.9984456,0.998438,0.9960092
0.15183088,0.15183096,0.12978293,0.09818798,0.09815926,0.09344706
0.7209721,0.7209808,0.6252312,0.9859623,0.9859347,0.9708729
0.57769245,0.577715,0.49210727,0.9750681,0.9750395,0.9557626
0.13257693,0.13256605,0.11469282,0.066078074,0.066042766,0.06458482
0.1197188,0.119733565,0.110324524,0.049265828,0.04925,0.047963127
0.76344085,0.76327103,0.6525656,0.9987722,0.99876606,0.9968083
0.123208836,0.123174585,0.10325924,0.06597075,0.06592825,0.06152148
