DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.109742366,0.109724216,0.10074029,0.04518311,0.04511438,0.040263772
0.15436271,0.15443133,0.13095061,0.09192081,0.09195447,0.0984661
0.13690367,0.1369457,0.11868874,0.09088984,0.090882465,0.09721671
0.6185848,0.6186165,0.53302735,0.9914672,0.9914577,0.9811306
0.14302848,0.1431368,0.12576088,0.12008549,0.120127775,0.12549081
0.11359681,0.113564916,0.1034087,0.04657584,0.046521857,0.043161433
0.12501505,0.125043,0.114581935,0.05409496,0.054070003,0.047264595
0.13281442,0.13284834,0.11567635,0.08988309,0.08986809,0.09454584
0.16151069,0.16158672,0.1359575,0.084678866,0.08472653,0.088599175
0.62070405,0.62073475,0.53232807,0.98596776,0.9859498,0.97196037
